gene,cluster,p_val,avg_logFC,pct.1,pct.2,p_val_adj
Gipc1,IPC,5.02E-13,0.325447955,0.792,0.518,1.16E-08
Bpgm,IPC,6.42E-15,0.325319848,0.505,0.243,1.49E-10
Gng5,IPC,7.84E-16,0.325269068,0.969,0.883,1.81E-11
Gdpd1,IPC,2.98E-15,0.324791035,0.63,0.327,6.89E-11
Pbx1,IPC,9.82E-13,0.322629213,0.766,0.472,2.27E-08
Gm42992,IPC,1.04E-26,0.322286919,0.271,0.068,2.41E-22
Camsap2,IPC,5.86E-27,0.32214538,0.26,0.064,1.36E-22
Chd7,IPC,1.03E-13,0.321348957,0.495,0.242,2.38E-09
Ptp4a2,IPC,4.81E-13,0.320358268,0.568,0.305,1.11E-08
Mxd4,IPC,1.07E-17,0.319123661,0.583,0.285,2.47E-13
Arid1a,IPC,1.94E-13,0.319064556,0.51,0.254,4.48E-09
Stox2,IPC,2.56E-26,0.318809123,0.344,0.101,5.92E-22
Rpl19,IPC,1.01E-24,0.318662471,1,0.987,2.33E-20
Ppa1,IPC,5.19E-13,0.318205966,0.833,0.563,1.20E-08
Sox13,IPC,1.10E-40,0.316529422,0.297,0.059,2.55E-36
Sfxn1,IPC,1.81E-11,0.315149093,0.536,0.298,4.18E-07
Pou3f3,IPC,9.49E-23,0.313956156,0.339,0.107,2.20E-18
Ranbp1,IPC,1.42E-12,0.313315493,0.911,0.785,3.29E-08
Hsp90ab1,IPC,2.61E-21,0.312178338,0.995,0.975,6.03E-17
Minos1,IPC,5.15E-11,0.312008458,0.823,0.632,1.19E-06
Rpl36,IPC,2.71E-09,0.31157536,0.75,0.546,6.27E-05
Cetn2,IPC,1.30E-09,0.311268386,0.672,0.46,3.01E-05
Rpl27,IPC,3.02E-11,0.310049542,0.724,0.501,6.99E-07
Tpd52,IPC,6.25E-10,0.309489321,0.734,0.486,1.45E-05
Mphosph8,IPC,1.68E-14,0.309209047,0.5,0.239,3.88E-10
Cdh11,IPC,6.90E-18,0.308232009,0.375,0.144,1.60E-13
Strbp,IPC,4.87E-13,0.307432639,0.526,0.278,1.13E-08
Commd8,IPC,6.73E-14,0.307427206,0.609,0.318,1.56E-09
Tjp2,IPC,1.38E-18,0.307386786,0.323,0.113,3.19E-14
Ckap4,IPC,1.89E-14,0.306577405,0.734,0.42,4.38E-10
Snx1,IPC,8.62E-16,0.306172133,0.51,0.247,1.99E-11
Pno1,IPC,1.34E-13,0.305677931,0.464,0.225,3.10E-09
Snx5,IPC,1.12E-10,0.303975834,0.583,0.349,2.59E-06
Rnase1,IPC,1.81E-117,0.303436191,0.432,0.049,4.18E-113
Sccpdh,IPC,1.12E-11,0.303279453,0.547,0.302,2.59E-07
Arl2bp,IPC,5.06E-12,0.302928741,0.781,0.493,1.17E-07
Hs3st6,IPC,3.72E-34,0.302447726,0.292,0.065,8.62E-30
Lamb2,IPC,2.27E-30,0.301946322,0.323,0.083,5.26E-26
Eif4g3,IPC,3.15E-16,0.301777596,0.516,0.238,7.28E-12
Rpl24,IPC,1.10E-10,0.300488797,0.964,0.874,2.56E-06
Akr1b3,IPC,7.13E-23,0.299821183,0.474,0.176,1.65E-18
Dpp4,IPC,1.20E-32,0.298245055,0.276,0.061,2.77E-28
Rhbdf1,IPC,1.37E-24,0.298002988,0.344,0.105,3.17E-20
Rpl31,IPC,7.38E-09,0.297820692,0.849,0.687,0.000170696
Rpl37,IPC,1.50E-09,0.297065776,0.964,0.88,3.46E-05
Rapgef5,IPC,1.07E-36,0.296816946,0.271,0.054,2.47E-32
Aph1b,IPC,1.64E-44,0.296743949,0.271,0.046,3.79E-40
Msi1,IPC,1.59E-17,0.295235121,0.562,0.254,3.68E-13
Yaf2,IPC,4.26E-10,0.295162326,0.635,0.391,9.85E-06
Sod1,IPC,1.88E-10,0.294251842,0.651,0.41,4.35E-06
Fubp1,IPC,7.41E-13,0.294107914,0.708,0.414,1.72E-08
Ppm1a,IPC,3.88E-13,0.293734498,0.516,0.26,8.97E-09
Pde4dip,IPC,1.91E-18,0.292698082,0.302,0.1,4.43E-14
Apex1,IPC,1.44E-11,0.292642445,0.74,0.453,3.32E-07
mt-Cytb,IPC,8.24E-14,0.290812783,0.984,0.98,1.91E-09
Agrn,IPC,2.09E-15,0.29010952,0.5,0.233,4.84E-11
Enho,IPC,1.17E-11,0.28926683,0.271,0.111,2.70E-07
Pgk1,IPC,3.58E-09,0.288215407,0.901,0.737,8.29E-05
H2afy,IPC,2.46E-09,0.288051417,0.734,0.503,5.70E-05
Hspa2,IPC,5.44E-13,0.287797495,0.609,0.319,1.26E-08
Ndufa12,IPC,3.22E-10,0.287727463,0.599,0.371,7.46E-06
Zranb1,IPC,1.57E-14,0.2876364,0.396,0.173,3.63E-10
Tacc2,IPC,7.07E-13,0.287095319,0.557,0.29,1.64E-08
Fabp5,IPC,2.37E-17,0.286654088,0.318,0.113,5.49E-13
Marcksl1,IPC,3.57E-19,0.286313859,0.995,0.98,8.27E-15
Ppp1cc,IPC,1.13E-10,0.284577346,0.688,0.435,2.61E-06
Eif4ebp1,IPC,6.88E-28,0.281709678,0.323,0.087,1.59E-23
Nop10,IPC,2.35E-08,0.281566997,0.76,0.572,0.000543974
Rpl27a,IPC,5.04E-11,0.28154135,0.922,0.852,1.17E-06
Rps20,IPC,9.40E-12,0.281455148,0.969,0.893,2.18E-07
Sdc4,IPC,5.64E-08,0.280072532,0.63,0.396,0.001305851
Casp3,IPC,1.82E-10,0.279482713,0.646,0.392,4.21E-06
Cpne8,IPC,7.21E-17,0.279275777,0.281,0.093,1.67E-12
Rpl13a,IPC,3.25E-13,0.279169143,0.964,0.897,7.53E-09
Lysmd2,IPC,5.44E-08,0.278871309,0.521,0.315,0.001257578
Rpl37rt,IPC,9.56E-09,0.278008927,0.583,0.376,0.000221119
Dctd,IPC,7.37E-19,0.277953678,0.323,0.112,1.70E-14
Aktip,IPC,3.04E-09,0.276316535,0.5,0.279,7.03E-05
Cask,IPC,4.41E-22,0.276035791,0.344,0.11,1.02E-17
Ildr1,IPC,1.96E-08,0.275357711,0.583,0.363,0.000454251
Mycn,IPC,5.65E-11,0.275245595,0.547,0.296,1.31E-06
F2r,IPC,1.58E-19,0.274249675,0.344,0.118,3.66E-15
Tomm40,IPC,2.65E-08,0.273658835,0.698,0.49,0.000612535
Dtna,IPC,8.20E-10,0.273514574,0.505,0.286,1.90E-05
Btg2,IPC,5.67E-07,0.273089208,0.771,0.549,0.013114327
Arfgef1,IPC,2.79E-14,0.271612183,0.312,0.122,6.45E-10
Rpl37a,IPC,2.00E-12,0.270642238,1,0.976,4.64E-08
Cdh3,IPC,6.87E-46,0.270441294,0.266,0.044,1.59E-41
Aurkaip1,IPC,2.52E-10,0.269765676,0.734,0.489,5.84E-06
Ctnnbip1,IPC,6.28E-10,0.269530538,0.885,0.622,1.45E-05
Timm8b,IPC,5.87E-08,0.268933434,0.76,0.543,0.001357639
Nf1,IPC,3.93E-11,0.268654989,0.307,0.136,9.10E-07
Mrpl44,IPC,5.01E-13,0.268300839,0.411,0.189,1.16E-08
mt-Nd4,IPC,2.34E-19,0.267618535,0.984,0.98,5.40E-15
Id2,IPC,8.31E-10,0.267519758,0.943,0.868,1.92E-05
Cd320,IPC,7.03E-12,0.266691353,0.469,0.239,1.63E-07
Mrpl34,IPC,4.43E-10,0.266490507,0.557,0.336,1.03E-05
Ece1,IPC,1.17E-16,0.266193687,0.292,0.1,2.70E-12
Mtx2,IPC,1.20E-09,0.266171841,0.755,0.502,2.77E-05
Npdc1,IPC,5.28E-11,0.265747925,0.5,0.272,1.22E-06
Purb,IPC,8.08E-08,0.264940927,0.38,0.207,0.001868362
Cadm4,IPC,2.57E-13,0.264675151,0.427,0.195,5.95E-09
Rpl28,IPC,5.00E-07,0.263404796,0.797,0.647,0.011568479
Tmem51,IPC,1.37E-24,0.262910857,0.359,0.11,3.17E-20
Rpl10a,IPC,1.21E-07,0.262031951,0.911,0.807,0.002810438
Gusb,IPC,9.65E-12,0.261056678,0.432,0.208,2.23E-07
Tomm20,IPC,2.37E-14,0.26061631,0.995,0.925,5.49E-10
Hes6,IPC,1.15E-17,0.260555147,0.609,0.294,2.67E-13
Rnf180,IPC,1.63E-17,0.260123345,0.385,0.149,3.78E-13
Gsto1,IPC,3.05E-19,0.259144767,0.26,0.078,7.07E-15
mt-Nd5,IPC,4.53E-12,0.258145638,0.589,0.323,1.05E-07
Plod2,IPC,3.63E-11,0.256924624,0.609,0.333,8.39E-07
Rcc2,IPC,2.70E-10,0.255255826,0.432,0.23,6.26E-06
Tbc1d10a,IPC,1.85E-09,0.255231624,0.448,0.244,4.27E-05
Atp6v1e1,IPC,3.75E-09,0.255176934,0.745,0.499,8.67E-05
Bola2,IPC,3.61E-09,0.254929976,0.531,0.301,8.36E-05
mt-Nd2,IPC,1.66E-09,0.254821501,0.901,0.739,3.84E-05
Hpn,IPC,1.07E-10,0.254723965,0.641,0.378,2.48E-06
Prr7,IPC,1.51E-11,0.25416267,0.516,0.27,3.50E-07
Guk1,IPC,4.21E-09,0.254032504,0.844,0.637,9.75E-05
Hsd17b12,IPC,1.15E-07,0.253326059,0.688,0.465,0.002667921
Sppl2b,IPC,1.41E-15,0.252795039,0.307,0.114,3.27E-11
Sall2,IPC,3.85E-14,0.252097376,0.542,0.259,8.90E-10
Atp6v0b,IPC,1.30E-08,0.252016557,0.797,0.595,0.000299847
Mrps25,IPC,9.69E-11,0.252004826,0.458,0.237,2.24E-06
Coq2,IPC,8.34E-11,0.251954474,0.578,0.32,1.93E-06
Tulp4,IPC,2.77E-09,0.251891259,0.547,0.318,6.41E-05
Glrx5,IPC,1.67E-09,0.251873917,0.87,0.65,3.86E-05
Hnrnpa0,IPC,1.59E-13,0.251637603,0.276,0.106,3.69E-09
Epb41,IPC,1.46E-11,0.250969037,0.344,0.156,3.38E-07
Kctd10,IPC,8.91E-16,0.250765046,0.495,0.219,2.06E-11
Gabarapl1,IPC,1.33E-12,0.250557461,0.651,0.357,3.08E-08
Matn4,IPhC,0,3.111227191,0.94,0.031,0
Fabp7,IPhC,0,2.80350441,0.861,0.066,0
Anxa5,IPhC,4.12E-178,2.01141675,0.986,0.708,9.54E-174
Gjb2,IPhC,5.60E-216,1.778490165,1,0.743,1.30E-211
Prss23,IPhC,4.12E-240,1.777243832,0.962,0.328,9.52E-236
Lgals1,IPhC,1.84E-159,1.680470959,0.861,0.349,4.26E-155
Trh,IPhC,0,1.622445096,0.335,0.003,0
Socs2,IPhC,3.56E-214,1.610395975,0.965,0.401,8.24E-210
S100a1,IPhC,1.58E-189,1.541358271,0.997,0.509,3.65E-185
Skp1a,IPhC,2.45E-182,1.504500563,0.997,0.799,5.67E-178
Gjb6,IPhC,2.22E-215,1.486071725,0.894,0.264,5.13E-211
Lockd,IPhC,6.09E-258,1.366058466,0.632,0.094,1.41E-253
Ramp3,IPhC,0,1.314749564,0.725,0.089,0
Igfbp3,IPhC,4.42E-186,1.306452393,0.937,0.322,1.02E-181
Otol1,IPhC,4.24E-301,1.274828763,0.717,0.105,9.82E-297
Gsta4,IPhC,2.52E-139,1.223509953,0.943,0.668,5.83E-135
Igfbp2,IPhC,1.29E-248,1.149961495,0.548,0.069,2.99E-244
Ednrb,IPhC,0,1.144422243,0.545,0.01,0
Plet1,IPhC,0,1.135912643,0.605,0.056,0
Ccdc80,IPhC,1.71E-159,1.111832587,0.755,0.216,3.95E-155
Fgf3,IPhC,0,1.109203635,0.441,0.018,0
Gm266,IPhC,3.59E-266,1.093134008,0.545,0.065,8.30E-262
Tsen15,IPhC,2.24E-103,1.077984272,0.88,0.459,5.19E-99
Hes5,IPhC,1.54E-76,1.032815159,0.561,0.181,3.56E-72
Emid1,IPhC,4.64E-186,1.03045485,0.779,0.187,1.07E-181
Sfn,IPhC,1.31E-120,1.02875626,0.42,0.079,3.04E-116
Ppp2r2b,IPhC,3.41E-165,0.973006226,0.605,0.126,7.88E-161
Ppp1r1a,IPhC,1.02E-132,0.959679701,0.714,0.212,2.36E-128
Cxadr,IPhC,3.55E-101,0.959494394,0.714,0.27,8.22E-97
Gas2,IPhC,1.01E-100,0.959070642,0.858,0.46,2.33E-96
Lfng,IPhC,8.01E-200,0.956216768,0.646,0.113,1.85E-195
Kremen1,IPhC,5.01E-187,0.9367566,0.635,0.123,1.16E-182
Smpdl3a,IPhC,2.29E-118,0.934069549,0.698,0.22,5.30E-114
Jag1,IPhC,5.54E-116,0.927756553,0.678,0.217,1.28E-111
Cox4i2,IPhC,5.81E-173,0.914616976,0.624,0.126,1.34E-168
Ntf3,IPhC,1.09E-101,0.914065385,0.717,0.261,2.52E-97
Slitrk6,IPhC,7.00E-238,0.905725253,0.586,0.082,1.62E-233
Wfdc12,IPhC,0,0.900622895,0.332,0.006,0
Glmp,IPhC,1.01E-91,0.870464072,0.894,0.577,2.33E-87
Ptprk,IPhC,3.25E-98,0.867932352,0.619,0.195,7.52E-94
Ccnd1,IPhC,6.24E-174,0.851881515,0.515,0.085,1.44E-169
Chst2,IPhC,5.38E-102,0.845876525,0.692,0.236,1.24E-97
Id4,IPhC,6.31E-62,0.841874754,0.842,0.553,1.46E-57
Sp5,IPhC,0,0.831727003,0.403,0.012,0
Moxd1,IPhC,1.89E-66,0.816529626,0.687,0.318,4.38E-62
Cryab,IPhC,5.69E-84,0.808901966,0.967,0.765,1.32E-79
Cdh2,IPhC,2.21E-104,0.805075748,0.567,0.162,5.11E-100
App,IPhC,1.09E-75,0.801847797,0.924,0.737,2.52E-71
Fstl1,IPhC,1.14E-100,0.798894425,0.997,0.908,2.63E-96
Fzd4,IPhC,4.00E-111,0.772368327,0.488,0.112,9.26E-107
Fam213a,IPhC,3.33E-61,0.761555354,0.861,0.602,7.71E-57
Lox,IPhC,0,0.753115711,0.316,0.011,0
Snx1,IPhC,7.67E-63,0.751093471,0.583,0.241,1.78E-58
Scrn1,IPhC,4.41E-64,0.717810102,0.845,0.553,1.02E-59
Fam3c,IPhC,2.64E-58,0.710789737,0.719,0.387,6.11E-54
Lrrn1,IPhC,3.32E-171,0.706500717,0.45,0.065,7.67E-167
Cyb5a,IPhC,1.75E-78,0.702793972,0.965,0.796,4.04E-74
Trim2,IPhC,4.12E-78,0.70207898,0.493,0.148,9.54E-74
Tbc1d10a,IPhC,3.79E-75,0.69821253,0.627,0.236,8.76E-71
Pantr1,IPhC,1.03E-49,0.694444348,0.689,0.372,2.38E-45
Zbtb20,IPhC,6.42E-49,0.68901295,0.804,0.564,1.48E-44
Tectb,IPhC,1.25E-71,0.68805819,0.869,0.415,2.89E-67
9230102O04Rik,IPhC,2.50E-56,0.68638805,0.752,0.395,5.78E-52
Ttyh1,IPhC,5.45E-59,0.675816534,0.665,0.302,1.26E-54
Adgrg6,IPhC,4.41E-115,0.670512537,0.428,0.085,1.02E-110
Cd9,IPhC,1.55E-61,0.665885387,0.97,0.845,3.59E-57
Tdrd12,IPhC,2.70E-250,0.663436248,0.346,0.025,6.24E-246
Tmod1,IPhC,1.88E-67,0.66274856,0.896,0.632,4.36E-63
Dok5,IPhC,3.68E-221,0.658977334,0.354,0.031,8.51E-217
Hspa2,IPhC,4.74E-57,0.658158754,0.673,0.314,1.10E-52
Stx7,IPhC,7.90E-52,0.657719242,0.793,0.498,1.83E-47
Itm2b,IPhC,2.17E-77,0.657003971,1,0.989,5.02E-73
Rnd2,IPhC,1.10E-67,0.653229976,0.602,0.229,2.55E-63
Ddah1,IPhC,6.69E-70,0.65000222,0.515,0.172,1.55E-65
Fuca1,IPhC,8.52E-52,0.648774227,0.905,0.693,1.97E-47
Lor,IPhC,4.63E-57,0.641337456,0.433,0.143,1.07E-52
Wls,IPhC,3.50E-48,0.640596096,0.621,0.295,8.09E-44
Cystm1,IPhC,3.78E-57,0.635088032,0.877,0.652,8.75E-53
Cdkn1b,IPhC,2.81E-77,0.633876941,0.431,0.115,6.50E-73
Scg5,IPhC,1.30E-49,0.623560448,0.553,0.235,3.01E-45
Tspan13,IPhC,2.09E-55,0.619595852,0.91,0.634,4.83E-51
Slc1a3,IPhC,6.99E-55,0.619243475,0.575,0.239,1.62E-50
S100a13,IPhC,2.33E-68,0.600082421,0.556,0.19,5.38E-64
Cspg5,IPhC,1.05E-107,0.59868578,0.362,0.065,2.44E-103
Tspan12,IPhC,9.20E-63,0.596906346,0.559,0.208,2.13E-58
Tgfb2,IPhC,7.78E-69,0.593316238,0.975,0.849,1.80E-64
Lgr5,IPhC,2.43E-81,0.590286977,0.349,0.075,5.61E-77
Uchl1,IPhC,4.11E-47,0.588984881,0.823,0.528,9.50E-43
Sall2,IPhC,1.00E-51,0.587726298,0.589,0.254,2.31E-47
Gpx4,IPhC,6.51E-53,0.584605427,0.932,0.76,1.51E-48
Egfl6,IPhC,1.25E-111,0.583960213,0.332,0.051,2.88E-107
Serpine2,IPhC,5.76E-102,0.583927153,0.52,0.123,1.33E-97
Sox2,IPhC,1.59E-52,0.579945905,0.597,0.248,3.68E-48
Car2,IPhC,1.34E-56,0.570760305,0.627,0.265,3.11E-52
Slc22a3,IPhC,2.27E-150,0.568932811,0.373,0.05,5.26E-146
Id3,IPhC,9.76E-27,0.561691679,0.831,0.656,2.26E-22
Olfml3,IPhC,1.42E-19,0.557172912,0.469,0.283,3.28E-15
Tst,IPhC,2.55E-39,0.556554314,0.455,0.193,5.91E-35
Rassf9,IPhC,1.52E-38,0.554113999,0.458,0.199,3.51E-34
Dusp6,IPhC,6.66E-59,0.554027543,0.362,0.101,1.54E-54
Inhba,IPhC,1.55E-69,0.553883266,0.264,0.051,3.59E-65
E130114P18Rik,IPhC,3.74E-55,0.551835038,0.376,0.115,8.64E-51
Ano1,IPhC,2.71E-44,0.551449659,0.458,0.179,6.28E-40
Nrcam,IPhC,3.02E-70,0.549461476,0.469,0.138,6.98E-66
Krtcap2,IPhC,1.19E-39,0.545248787,0.839,0.663,2.76E-35
Igfbp5,IPhC,2.75E-34,0.544441246,0.785,0.526,6.35E-30
Nsg1,IPhC,1.24E-68,0.541799352,0.313,0.071,2.87E-64
Arf5,IPhC,1.27E-61,0.54062639,0.978,0.939,2.95E-57
1810011O10Rik,IPhC,7.42E-42,0.540118553,0.493,0.208,1.72E-37
Gas6,IPhC,1.38E-55,0.532355346,0.444,0.146,3.19E-51
Nudt4,IPhC,1.65E-40,0.529076395,0.553,0.255,3.81E-36
Tuba1a,IPhC,1.07E-24,0.526210479,0.85,0.844,2.47E-20
Lgmn,IPhC,6.16E-30,0.525853245,0.583,0.321,1.42E-25
Cotl1,IPhC,2.46E-55,0.52466383,0.406,0.128,5.69E-51
Ifngr2,IPhC,2.41E-37,0.522695606,0.49,0.222,5.57E-33
Snx7,IPhC,1.46E-35,0.522447415,0.717,0.41,3.37E-31
Lsm6,IPhC,1.77E-33,0.521020928,0.698,0.45,4.09E-29
Ivns1abp,IPhC,2.04E-40,0.520731514,0.599,0.31,4.73E-36
Max,IPhC,5.55E-29,0.520690105,0.692,0.441,1.28E-24
Cadm4,IPhC,1.42E-32,0.518881374,0.433,0.192,3.28E-28
Otog,IPhC,1.47E-35,0.516088511,0.624,0.33,3.39E-31
Cd47,IPhC,4.38E-35,0.515274082,0.673,0.382,1.01E-30
Ppp1cc,IPhC,6.78E-30,0.513359024,0.695,0.431,1.57E-25
Tulp2,IPhC,5.44E-155,0.507808862,0.3,0.031,1.26E-150
Hif1a,IPhC,2.41E-31,0.506894729,0.578,0.315,5.58E-27
Nupr1,IPhC,2.33E-108,0.506350248,0.297,0.042,5.38E-104
Trib2,IPhC,2.61E-62,0.505277843,0.335,0.083,6.05E-58
Fblim1,IPhC,8.82E-43,0.50519745,0.48,0.195,2.04E-38
Smim3,IPhC,4.82E-57,0.5048012,0.371,0.106,1.12E-52
Atox1,IPhC,8.37E-48,0.504409674,0.943,0.876,1.94E-43
Galk1,IPhC,2.79E-31,0.501188278,0.76,0.547,6.46E-27
Ctsl,IPhC,2.02E-31,0.494810524,0.755,0.485,4.68E-27
Klf5,IPhC,1.16E-24,0.492460083,0.493,0.27,2.69E-20
Zdhhc2,IPhC,6.05E-68,0.491714725,0.319,0.073,1.40E-63
Ephb1,IPhC,2.79E-77,0.48659498,0.297,0.058,6.46E-73
Cryl1,IPhC,2.67E-46,0.485321798,0.365,0.119,6.17E-42
Ackr3,IPhC,3.60E-34,0.485069503,0.433,0.185,8.34E-30
Ier5,IPhC,1.36E-23,0.48476045,0.654,0.437,3.15E-19
Gata3,IPhC,9.98E-36,0.483690427,0.79,0.537,2.31E-31
Tceal8,IPhC,1.99E-23,0.48319558,0.864,0.843,4.61E-19
Slc25a5,IPhC,1.87E-60,0.482761784,0.989,0.945,4.33E-56
Timp3,IPhC,9.75E-37,0.48208528,0.436,0.181,2.26E-32
Pcp4l1,IPhC,3.50E-69,0.481664171,0.33,0.075,8.10E-65
Itm2c,IPhC,3.20E-26,0.480485064,0.774,0.574,7.40E-22
Fbn2,IPhC,1.90E-39,0.479071669,0.575,0.273,4.38E-35
Plpp3,IPhC,1.20E-26,0.478201637,0.439,0.217,2.77E-22
Chst1,IPhC,8.92E-234,0.475402931,0.286,0.018,2.06E-229
Slc6a14,IPhC,2.22E-188,0.474786215,0.27,0.02,5.14E-184
Stmn1,IPhC,9.02E-33,0.472970392,0.733,0.472,2.09E-28
Lsamp,IPhC,2.72E-50,0.470485225,0.531,0.205,6.30E-46
Car14,IPhC,3.62E-99,0.469935759,0.294,0.045,8.38E-95
Rhoc,IPhC,2.80E-25,0.469014229,0.493,0.267,6.47E-21
Sparc,IPhC,1.11E-41,0.467803608,0.997,0.938,2.57E-37
Uqcrq,IPhC,6.67E-47,0.464331753,0.948,0.845,1.54E-42
Smpx,IPhC,3.33E-119,0.46195285,0.545,0.114,7.71E-115
1110008F13Rik,IPhC,1.31E-21,0.461649036,0.804,0.667,3.04E-17
Sub1,IPhC,1.00E-51,0.454267103,0.981,0.965,2.31E-47
Fam96a,IPhC,9.60E-21,0.453550045,0.662,0.477,2.22E-16
Bcam,IPhC,3.21E-41,0.453345997,0.338,0.11,7.43E-37
Cpxm2,IPhC,3.93E-36,0.452752296,0.82,0.484,9.09E-32
Klf4,IPhC,1.62E-18,0.451692416,0.649,0.44,3.74E-14
Vta1,IPhC,6.28E-23,0.451452111,0.526,0.314,1.45E-18
Pkm,IPhC,2.27E-34,0.449907431,0.967,0.895,5.24E-30
Hey1,IPhC,2.36E-28,0.449550541,0.738,0.481,5.47E-24
Gnai2,IPhC,1.99E-20,0.449263629,0.659,0.482,4.61E-16
Cpa6,IPhC,8.17E-52,0.442202401,0.324,0.09,1.89E-47
Ebf1,IPhC,8.89E-32,0.439484334,0.91,0.866,2.06E-27
Prkcq,IPhC,3.02E-43,0.437742824,0.414,0.15,6.99E-39
Car13,IPhC,4.39E-76,0.436936803,0.272,0.05,1.02E-71
Nedd9,IPhC,1.16E-45,0.436859527,0.346,0.107,2.68E-41
Ackr4,IPhC,1.00E-138,0.433488462,0.27,0.028,2.32E-134
Pla2g7,IPhC,1.95E-31,0.433372871,0.757,0.487,4.52E-27
Ppp1r14c,IPhC,2.47E-111,0.426290875,0.281,0.037,5.70E-107
Tbc1d9,IPhC,1.13E-60,0.425010455,0.275,0.061,2.62E-56
Cst3,IPhC,2.20E-32,0.424233903,0.995,0.938,5.08E-28
Camta1,IPhC,8.58E-26,0.422874596,0.594,0.351,1.98E-21
Snx22,IPhC,1.67E-64,0.421186975,0.297,0.066,3.86E-60
Gm10638,IPhC,4.42E-39,0.415746113,0.278,0.083,1.02E-34
Psip1,IPhC,1.27E-20,0.414199795,0.766,0.605,2.93E-16
Rbp1,IPhC,1.17E-27,0.412213527,0.76,0.538,2.72E-23
Lamb2,IPhC,1.96E-40,0.411199822,0.278,0.081,4.53E-36
Sox21,IPhC,3.07E-26,0.409761946,0.384,0.174,7.11E-22
Marveld3,IPhC,6.73E-44,0.404666456,0.371,0.124,1.56E-39
BC064078,IPhC,2.40E-31,0.403554302,0.401,0.168,5.55E-27
Pgk1,IPhC,2.70E-19,0.398358483,0.866,0.736,6.25E-15
Clstn1,IPhC,1.08E-17,0.397758976,0.58,0.377,2.50E-13
Bex3,IPhC,4.31E-27,0.397529736,0.937,0.919,9.98E-23
Cib1,IPhC,7.05E-18,0.395546773,0.627,0.442,1.63E-13
Ism1,IPhC,9.05E-62,0.393553901,0.283,0.062,2.09E-57
Kazald1,IPhC,3.23E-34,0.390841437,0.741,0.436,7.48E-30
Ptpra,IPhC,1.37E-21,0.388980342,0.463,0.257,3.18E-17
Fkbp1a,IPhC,1.83E-29,0.388422197,0.937,0.851,4.23E-25
Gfer,IPhC,1.92E-25,0.388382762,0.371,0.166,4.45E-21
Lrrtm1,IPhC,1.44E-22,0.387376985,0.294,0.124,3.34E-18
Ppp1r2,IPhC,1.28E-36,0.385374876,0.85,0.646,2.96E-32
Gpm6a,IPhC,5.15E-37,0.384295192,0.286,0.091,1.19E-32
Txndc5,IPhC,4.65E-15,0.383715265,0.779,0.624,1.08E-10
Kctd10,IPhC,8.03E-22,0.382638727,0.42,0.218,1.86E-17
Lmo7,IPhC,1.45E-24,0.38155331,0.58,0.323,3.34E-20
Nap1l4,IPhC,9.55E-20,0.380647883,0.553,0.34,2.21E-15
Thbs1,IPhC,4.67E-20,0.379857148,0.501,0.287,1.08E-15
Sorbs2,IPhC,1.22E-20,0.377828241,0.395,0.204,2.83E-16
Rasl11b,IPhC,5.36E-11,0.376430255,0.512,0.355,1.24E-06
Sipa1l1,IPhC,1.34E-14,0.375379881,0.681,0.534,3.10E-10
Rcn2,IPhC,6.30E-21,0.375301072,0.888,0.747,1.46E-16
Gde1,IPhC,2.96E-18,0.373670954,0.67,0.458,6.84E-14
Hs3st6,IPhC,1.06E-50,0.373625921,0.262,0.063,2.46E-46
Dhrs4,IPhC,2.98E-18,0.373435741,0.425,0.24,6.90E-14
Cnih2,IPhC,6.59E-30,0.373098065,0.313,0.116,1.53E-25
Shisa2,IPhC,1.08E-18,0.371995902,0.411,0.218,2.51E-14
Cybrd1,IPhC,4.18E-24,0.369465903,0.433,0.215,9.68E-20
Vmp1,IPhC,2.42E-16,0.369021158,0.597,0.418,5.60E-12
Tpd52l1,IPhC,1.53E-29,0.365220649,0.39,0.163,3.55E-25
Cdo1,IPhC,3.12E-21,0.364539454,0.659,0.419,7.22E-17
Sccpdh,IPhC,1.31E-15,0.362723915,0.48,0.301,3.03E-11
Pts,IPhC,7.57E-18,0.362297118,0.55,0.358,1.75E-13
AC153368.1,IPhC,1.21E-19,0.358003152,0.458,0.257,2.81E-15
CT025642.1,IPhC,3.45E-19,0.355283506,0.414,0.219,7.99E-15
Ssx2ip,IPhC,2.67E-15,0.355244343,0.49,0.304,6.18E-11
Aldoc,IPhC,5.34E-16,0.353317395,0.684,0.498,1.23E-11
Arrdc4,IPhC,1.11E-16,0.352431819,0.518,0.329,2.57E-12
Sparcl1,IPhC,7.75E-25,0.351960263,0.984,0.813,1.79E-20
Ntm,IPhC,1.30E-28,0.351609396,0.294,0.108,3.00E-24
Pgam1,IPhC,8.90E-20,0.35123309,0.815,0.713,2.06E-15
Id1,IPhC,1.66E-06,0.35040869,0.526,0.433,0.038363217
Slc44a2,IPhC,2.51E-16,0.349244363,0.414,0.235,5.80E-12
Trib1,IPhC,9.40E-16,0.348681216,0.368,0.195,2.18E-11
Mdh1,IPhC,6.23E-25,0.346108201,0.926,0.835,1.44E-20
Tbx2,IPhC,7.26E-36,0.346050042,0.275,0.085,1.68E-31
Rtn3,IPhC,8.33E-16,0.34435522,0.687,0.509,1.93E-11
Gng12,IPhC,1.23E-27,0.344228793,0.322,0.126,2.86E-23
Pdgfrl,IPhC,4.87E-23,0.342855813,0.417,0.197,1.13E-18
